score,run,niche,niche_source,niche_confidence,company,domain,segment,revenue_eur,employees,y_tunnus,google_ads,conv_tracking,meta_pixel,quality_issues,issue_flags,platform,email,phone,city,google_verified_live,google_advertiser_name,ads_status,advertiser_reconciliation,advertiser_match_score
49,resultsd,,none,0.0,Etusivu - Kolmen Sepän Isännöinti,kolmensepanisannointi.fi,A_ads_weak_site,,,,True,False,False,2,"no_meta_description,slow_response",wordpress,,,,True,Kolmen Sepän Isännöinti Oy,LIVE_CONFIRMED,match,1.00
49,resultsd,plumbing,keywords,0.65,Putkityöt Lahti | Kokenut LVI-asiantuntijasi Päijät-Hämeessä,lahdenputkipalvelut.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Lahden Putkipalvelut Oy,ADVERTISER_MISMATCH,mismatch,0.57
49,resultsd,,none,0.0,Kuljetusliike Kurikka | Maa-aineskuljetukset luotettavasti,latvaluopa.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Yrjö Latva-Luopa Oy,ADVERTISER_MISMATCH,mismatch,0.33
49,resultsd,,none,0.0,Maanrakennus Pirkanmaa | Luotettavasti ja varmasti,mrvinfra.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.25
49,resultsd,,none,0.0,"Maanrakennus Lahti, Hollola | Salaojat, jätevedet, radonkaiv",mrlt.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.17
49,resultsd,,none,0.0,"Pienkone Siilinjärvi | Myynti, huolto ja korjaus",pienkone-ekspertit.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Siilin Pienkone-Ekspertit Oy,ADVERTISER_MISMATCH,mismatch,0.67
49,resultsd,plumbing,keywords,0.5,LVI-työt Lappeenranta | Osaava LVI-asentaja palveluksessasi!,putkiahti.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Riku Ahvonen,ADVERTISER_MISMATCH,mismatch,0.30
49,resultsd,cleaning,keywords,0.5,"Siivouspalvelut Helsinki, Espoo &amp; Vantaa - Rakas Koti",rakaskoti.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,wordpress,,,,True,Rakas koti oy,LIVE_CONFIRMED,match,1.00
49,resultsd,,none,0.0,Maanrakennus Etelä-Suomi | Palvelemme pääkaupunkiseudulla,rakennustyohostikka.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Rakennustyö Hostikka Oy,ADVERTISER_MISMATCH,mismatch,0.48
49,resultsd,electrical,keywords,0.5,Sähköurakointi Turku | Sähköasennus Ristimäki Oy,sahkoasennus-ristimaki.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.15
49,resultsd,cleaning,keywords,0.5,Siivouspalvelut yrityksille – Siskon Siivous,siskonsiivous.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,wordpress,,,,True,Siskon Siivous Oy,LIVE_CONFIRMED,match,1.00
49,resultsd,,none,0.0,Kokkolasta traktorin renkaat koko Suomeen | SKT-rengas,sktrengas.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Sapparin Konetyö Oy,ADVERTISER_MISMATCH,mismatch,0.32
49,resultsd,,none,0.0,Koneliike Ivalo | Myynti ja huollot saman katon alta,tarvikecenter.com,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.27
49,resultsd,hvac,keywords,0.5,Ilmanvaihtotyöt yrityksille - TJ-Airtec Oy,tjairtec.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,TJ-Airtec Oy,LIVE_CONFIRMED,match,1.00
49,resultsd,hvac,keywords,0.5,"Maalämpöpumput, lämpöpumput | Raahe, Oulu, | Uusiolämpö Oy R",uusiolampo.fi,B_ads_no_conv_tracking,,,,True,False,True,0,,,,,,True,Uusiolämpö Oy,LIVE_CONFIRMED,match,0.90
